machine_id,laundromat_id,laundromat_name,machine_type,machine_size,current_status,status_last_changed,notes
BKLYN_0554_W06,BKLYN_0554,Spring Creek Towers,Washer,Large,Available,2025-05-25 16:36:14,
BKLYN_0554_W07,BKLYN_0554,Spring Creek Towers,Washer,XLarge,Available,2025-05-25 19:36:14,
BKLYN_0554_W08,BKLYN_0554,Spring Creek Towers,Washer,Small,Available,2025-05-25 18:21:14,
BKLYN_0554_W09,BKLYN_0554,Spring Creek Towers,Washer,XLarge,Available,2025-05-25 19:21:13,
BKLYN_0554_W10,BKLYN_0554,Spring Creek Towers,Washer,XLarge,In Use,2025-05-25 19:36:14,
BKLYN_0554_D01,BKLYN_0554,Spring Creek Towers,Dryer,Small,In Use,2025-05-25 19:36:14,
BKLYN_0554_D02,BKLYN_0554,Spring Creek Towers,Dryer,XLarge,Available,2025-05-25 20:06:13,
BKLYN_0554_D03,BKLYN_0554,Spring Creek Towers,Dryer,Medium,Available,2025-05-25 19:36:14,
BKLYN_0554_D04,BKLYN_0554,Spring Creek Towers,Dryer,XLarge,Available,2025-05-25 19:36:14,
BKLYN_0554_D05,BKLYN_0554,Spring Creek Towers,Dryer,Small,Available,2025-05-25 16:21:13,
BKLYN_0554_D06,BKLYN_0554,Spring Creek Towers,Dryer,XLarge,In Use,2025-05-25 19:51:13,
BKLYN_0554_D07,BKLYN_0554,Spring Creek Towers,Dryer,Large,Out of Order,2025-05-25 19:21:13,
BKLYN_0554_D08,BKLYN_0554,Spring Creek Towers,Dryer,Small,Available,2025-05-25 18:21:14,
BKLYN_0554_D09,BKLYN_0554,Spring Creek Towers,Dryer,XLarge,In Use,2025-05-25 19:21:13,
BKLYN_0554_D10,BKLYN_0554,Spring Creek Towers,Dryer,Small,In Use,2025-05-25 19:21:13,
QUEENS_0754_W01,QUEENS_0754,Blue Laundry,Washer,XLarge,Available,2025-05-25 19:51:13,
QUEENS_0754_W02,QUEENS_0754,Blue Laundry,Washer,Large,Available,2025-05-25 16:21:13,
QUEENS_0754_W03,QUEENS_0754,Blue Laundry,Washer,XLarge,Available,2025-05-25 19:36:14,
QUEENS_0754_W04,QUEENS_0754,Blue Laundry,Washer,XLarge,Available,2025-05-25 18:21:14,
QUEENS_0754_W05,QUEENS_0754,Blue Laundry,Washer,Large,In Use,2025-05-25 20:06:13,
QUEENS_0754_W06,QUEENS_0754,Blue Laundry,Washer,Large,In Use,2025-05-25 19:36:14,
QUEENS_0754_W07,QUEENS_0754,Blue Laundry,Washer,Small,Available,2025-05-25 17:06:13,
QUEENS_0754_W08,QUEENS_0754,Blue Laundry,Washer,Medium,Available,2025-05-25 18:51:12,
QUEENS_0754_W09,QUEENS_0754,Blue Laundry,Washer,Large,In Use,2025-05-25 19:51:13,
QUEENS_0754_W10,QUEENS_0754,Blue Laundry,Washer,Large,Available,2025-05-25 18:36:14,
QUEENS_0754_D01,QUEENS_0754,Blue Laundry,Dryer,XLarge,Available,2025-05-25 16:36:14,
QUEENS_0754_D02,QUEENS_0754,Blue Laundry,Dryer,Large,Available,2025-05-25 18:21:14,
QUEENS_0754_D03,QUEENS_0754,Blue Laundry,Dryer,Small,In Use,2025-05-25 20:06:13,
QUEENS_0754_D04,QUEENS_0754,Blue Laundry,Dryer,Small,Available,2025-05-25 19:36:14,
QUEENS_0754_D05,QUEENS_0754,Blue Laundry,Dryer,XLarge,Available,2025-05-25 20:06:13,
QUEENS_0754_D06,QUEENS_0754,Blue Laundry,Dryer,Medium,Out of Order,2025-05-25 17:21:13,
QUEENS_0754_D07,QUEENS_0754,Blue Laundry,Dryer,Large,In Use,2025-05-25 19:51:13,
QUEENS_0754_D08,QUEENS_0754,Blue Laundry,Dryer,Small,Available,2025-05-25 16:51:14,
QUEENS_0754_D09,QUEENS_0754,Blue Laundry,Dryer,XLarge,Available,2025-05-25 20:06:13,
QUEENS_0754_D10,QUEENS_0754,Blue Laundry,Dryer,Small,Available,2025-05-25 19:36:14,
BKLYN_0753_W01,BKLYN_0753,Nice Laundromat & Cleaner 美洗籠,Washer,Small,Available,2025-05-25 19:36:14,
BKLYN_0753_W02,BKLYN_0753,Nice Laundromat & Cleaner 美洗籠,Washer,XLarge,Available,2025-05-25 19:21:13,
BKLYN_0753_W03,BKLYN_0753,Nice Laundromat & Cleaner 美洗籠,Washer,Small,Available,2025-05-25 15:36:13,
BKLYN_0753_W04,BKLYN_0753,Nice Laundromat & Cleaner 美洗籠,Washer,Medium,Available,2025-05-25 19:51:13,
BKLYN_0753_W05,BKLYN_0753,Nice Laundromat & Cleaner 美洗籠,Washer,XLarge,Available,2025-05-25 16:21:13,
BKLYN_0753_W06,BKLYN_0753,Nice Laundromat & Cleaner 美洗籠,Washer,Large,Available,2025-05-25 19:36:14,
BKLYN_0753_W07,BKLYN_0753,Nice Laundromat & Cleaner 美洗籠,Washer,Medium,Available,2025-05-25 15:36:13,
BKLYN_0753_W08,BKLYN_0753,Nice Laundromat & Cleaner 美洗籠,Washer,XLarge,Available,2025-05-25 18:21:14,
BKLYN_0753_W09,BKLYN_0753,Nice Laundromat & Cleaner 美洗籠,Washer,Large,In Use,2025-05-25 20:06:13,
BKLYN_0753_W10,BKLYN_0753,Nice Laundromat & Cleaner 美洗籠,Washer,Medium,Available,2025-05-25 19:51:13,
BKLYN_0753_D01,BKLYN_0753,Nice Laundromat & Cleaner 美洗籠,Dryer,XLarge,Available,2025-05-25 15:06:14,
BKLYN_0753_D02,BKLYN_0753,Nice Laundromat & Cleaner 美洗籠,Dryer,XLarge,In Use,2025-05-25 19:21:13,
BKLYN_0753_D03,BKLYN_0753,Nice Laundromat & Cleaner 美洗籠,Dryer,Large,Available,2025-05-25 19:36:14,
BKLYN_0753_D04,BKLYN_0753,Nice Laundromat & Cleaner 美洗籠,Dryer,XLarge,In Use,2025-05-25 19:21:13,
BKLYN_0753_D05,BKLYN_0753,Nice Laundromat & Cleaner 美洗籠,Dryer,Medium,Out of Order,2025-05-25 15:51:13,
BKLYN_0753_D06,BKLYN_0753,Nice Laundromat & Cleaner 美洗籠,Dryer,XLarge,Available,2025-05-25 19:06:13,
BKLYN_0753_D07,BKLYN_0753,Nice Laundromat & Cleaner 美洗籠,Dryer,Large,Available,2025-05-25 20:06:13,
BKLYN_0753_D08,BKLYN_0753,Nice Laundromat & Cleaner 美洗籠,Dryer,Large,In Use,2025-05-25 20:06:13,
BKLYN_0753_D09,BKLYN_0753,Nice Laundromat & Cleaner 美洗籠,Dryer,Small,Out of Order,2025-05-25 17:36:13,
BKLYN_0753_D10,BKLYN_0753,Nice Laundromat & Cleaner 美洗籠,Dryer,Medium,Available,2025-05-25 13:51:14,
BRONX_0130_W01,BRONX_0130,Around the corner laundromat,Washer,Small,In Use,2025-05-25 20:06:13,
BRONX_0130_W02,BRONX_0130,Around the corner laundromat,Washer,Large,In Use,2025-05-25 19:51:13,
BRONX_0130_W03,BRONX_0130,Around the corner laundromat,Washer,Medium,Available,2025-05-25 15:06:14,
BRONX_0130_W04,BRONX_0130,Around the corner laundromat,Washer,Small,Available,2025-05-25 20:06:13,
BRONX_0130_W05,BRONX_0130,Around the corner laundromat,Washer,Large,In Use,2025-05-25 20:06:13,
BRONX_0130_W06,BRONX_0130,Around the corner laundromat,Washer,XLarge,Available,2025-05-25 16:06:12,
BRONX_0130_W07,BRONX_0130,Around the corner laundromat,Washer,XLarge,Available,2025-05-25 18:51:12,
BRONX_0130_W08,BRONX_0130,Around the corner laundromat,Washer,Small,In Use,2025-05-25 20:06:13,
BRONX_0130_W09,BRONX_0130,Around the corner laundromat,Washer,XLarge,Available,2025-05-25 19:36:14,
BRONX_0130_W10,BRONX_0130,Around the corner laundromat,Washer,Medium,Available,2025-05-25 19:51:13,
BRONX_0130_D01,BRONX_0130,Around the corner laundromat,Dryer,Medium,Available,2025-05-25 19:36:14,
BRONX_0130_D02,BRONX_0130,Around the corner laundromat,Dryer,Large,Available,2025-05-25 15:06:14,
BRONX_0130_D03,BRONX_0130,Around the corner laundromat,Dryer,XLarge,Available,2025-05-25 20:06:13,
BRONX_0130_D04,BRONX_0130,Around the corner laundromat,Dryer,Medium,Available,2025-05-25 19:36:14,
BRONX_0130_D05,BRONX_0130,Around the corner laundromat,Dryer,Large,Available,2025-05-25 18:21:14,
BRONX_0130_D06,BRONX_0130,Around the corner laundromat,Dryer,XLarge,In Use,2025-05-25 20:06:13,
BRONX_0130_D07,BRONX_0130,Around the corner laundromat,Dryer,XLarge,Available,2025-05-25 13:21:15,
BRONX_0130_D08,BRONX_0130,Around the corner laundromat,Dryer,Large,Available,2025-05-25 19:36:14,
BRONX_0130_D09,BRONX_0130,Around the corner laundromat,Dryer,Large,Available,2025-05-25 16:36:14,
BRONX_0130_D10,BRONX_0130,Around the corner laundromat,Dryer,Small,Available,2025-05-25 19:36:14,
MANH_0512_W01,MANH_0512,Dunrite Dry Cleaners,Washer,Large,In Use,2025-05-25 19:51:13,
MANH_0512_W02,MANH_0512,Dunrite Dry Cleaners,Washer,Large,Out of Order,2025-05-25 10:51:15,
MANH_0512_W03,MANH_0512,Dunrite Dry Cleaners,Washer,Medium,Available,2025-05-25 19:51:13,
MANH_0512_W04,MANH_0512,Dunrite Dry Cleaners,Washer,XLarge,Available,2025-05-25 17:51:13,
MANH_0512_W05,MANH_0512,Dunrite Dry Cleaners,Washer,Medium,Available,2025-05-25 17:51:13,
MANH_0512_W06,MANH_0512,Dunrite Dry Cleaners,Washer,XLarge,Available,2025-05-25 18:36:14,
MANH_0512_W07,MANH_0512,Dunrite Dry Cleaners,Washer,Small,Out of Order,2025-05-25 12:51:13,
MANH_0512_W08,MANH_0512,Dunrite Dry Cleaners,Washer,XLarge,In Use,2025-05-25 20:06:13,
MANH_0512_W09,MANH_0512,Dunrite Dry Cleaners,Washer,XLarge,In Use,2025-05-25 19:51:13,
MANH_0512_W10,MANH_0512,Dunrite Dry Cleaners,Washer,XLarge,In Use,2025-05-25 19:36:14,
MANH_0512_D01,MANH_0512,Dunrite Dry Cleaners,Dryer,Medium,In Use,2025-05-25 19:21:13,
MANH_0512_D02,MANH_0512,Dunrite Dry Cleaners,Dryer,Large,Available,2025-05-25 19:06:13,
MANH_0512_D03,MANH_0512,Dunrite Dry Cleaners,Dryer,XLarge,Available,2025-05-25 15:06:14,
MANH_0512_D04,MANH_0512,Dunrite Dry Cleaners,Dryer,Small,Available,2025-05-25 19:06:13,
MANH_0512_D05,MANH_0512,Dunrite Dry Cleaners,Dryer,Large,Available,2025-05-25 17:21:13,
MANH_0512_D06,MANH_0512,Dunrite Dry Cleaners,Dryer,Medium,Available,2025-05-25 17:51:13,
MANH_0512_D07,MANH_0512,Dunrite Dry Cleaners,Dryer,Medium,In Use,2025-05-25 19:21:13,
MANH_0512_D08,MANH_0512,Dunrite Dry Cleaners,Dryer,Medium,Available,2025-05-25 17:21:13,
MANH_0512_D09,MANH_0512,Dunrite Dry Cleaners,Dryer,Medium,In Use,2025-05-25 19:21:13,
MANH_0512_D10,MANH_0512,Dunrite Dry Cleaners,Dryer,Medium,Out of Order,2025-05-25 18:51:12,
MANH_0578_W01,MANH_0578,Elegant Laundry,Washer,Large,In Use,2025-05-25 19:36:14,
MANH_0578_W02,MANH_0578,Elegant Laundry,Washer,Large,In Use,2025-05-25 19:36:14,
MANH_0578_W03,MANH_0578,Elegant Laundry,Washer,Large,Available,2025-05-25 19:36:14,
MANH_0578_W04,MANH_0578,Elegant Laundry,Washer,Small,Available,2025-05-25 19:36:14,
MANH_0578_W05,MANH_0578,Elegant Laundry,Washer,Large,In Use,2025-05-25 19:36:14,
MANH_0578_W06,MANH_0578,Elegant Laundry,Washer,Small,In Use,2025-05-25 19:51:13,
MANH_0578_W07,MANH_0578,Elegant Laundry,Washer,Medium,Available,2025-05-25 14:21:13,
MANH_0578_W08,MANH_0578,Elegant Laundry,Washer,Medium,Available,2025-05-25 17:51:13,
MANH_0578_W09,MANH_0578,Elegant Laundry,Washer,XLarge,Available,2025-05-25 16:21:13,
MANH_0578_W10,MANH_0578,Elegant Laundry,Washer,XLarge,In Use,2025-05-25 20:06:13,
MANH_0578_D01,MANH_0578,Elegant Laundry,Dryer,Large,Available,2025-05-25 18:21:14,
MANH_0578_D02,MANH_0578,Elegant Laundry,Dryer,Small,Available,2025-05-25 19:51:13,
MANH_0578_D03,MANH_0578,Elegant Laundry,Dryer,XLarge,In Use,2025-05-25 19:36:14,
MANH_0578_D04,MANH_0578,Elegant Laundry,Dryer,Large,Available,2025-05-25 18:36:14,
MANH_0578_D05,MANH_0578,Elegant Laundry,Dryer,Large,Available,2025-05-25 19:36:14,
MANH_0578_D06,MANH_0578,Elegant Laundry,Dryer,Medium,Available,2025-05-25 17:06:13,
MANH_0578_D07,MANH_0578,Elegant Laundry,Dryer,Small,In Use,2025-05-25 19:51:13,
MANH_0578_D08,MANH_0578,Elegant Laundry,Dryer,Small,Available,2025-05-25 19:36:14,
MANH_0578_D09,MANH_0578,Elegant Laundry,Dryer,Large,In Use,2025-05-25 19:21:13,
MANH_0578_D10,MANH_0578,Elegant Laundry,Dryer,Small,Available,2025-05-25 20:06:13,
QUEENS_0344_W01,QUEENS_0344,Bubble Cambria Laundry,Washer,Medium,In Use,2025-05-25 20:06:13,
QUEENS_0344_W02,QUEENS_0344,Bubble Cambria Laundry,Washer,Large,Available,2025-05-25 19:51:13,
QUEENS_0344_W03,QUEENS_0344,Bubble Cambria Laundry,Washer,Small,Available,2025-05-25 17:36:13,
QUEENS_0344_W04,QUEENS_0344,Bubble Cambria Laundry,Washer,Small,In Use,2025-05-25 20:06:13,
QUEENS_0344_W05,QUEENS_0344,Bubble Cambria Laundry,Washer,Large,Available,2025-05-25 19:36:14,
QUEENS_0344_W06,QUEENS_0344,Bubble Cambria Laundry,Washer,Small,In Use,2025-05-25 20:06:13,
QUEENS_0344_W07,QUEENS_0344,Bubble Cambria Laundry,Washer,XLarge,Available,2025-05-25 19:36:14,
QUEENS_0344_W08,QUEENS_0344,Bubble Cambria Laundry,Washer,XLarge,Available,2025-05-25 19:51:13,
QUEENS_0344_W09,QUEENS_0344,Bubble Cambria Laundry,Washer,Large,In Use,2025-05-25 19:36:14,
QUEENS_0344_W10,QUEENS_0344,Bubble Cambria Laundry,Washer,XLarge,Available,2025-05-25 18:21:14,
QUEENS_0344_D01,QUEENS_0344,Bubble Cambria Laundry,Dryer,Small,Available,2025-05-25 18:36:14,
QUEENS_0344_D02,QUEENS_0344,Bubble Cambria Laundry,Dryer,Large,In Use,2025-05-25 19:36:14,
QUEENS_0344_D03,QUEENS_0344,Bubble Cambria Laundry,Dryer,XLarge,Available,2025-05-25 20:06:13,
QUEENS_0344_D04,QUEENS_0344,Bubble Cambria Laundry,Dryer,XLarge,Available,2025-05-25 10:36:13,
QUEENS_0344_D05,QUEENS_0344,Bubble Cambria Laundry,Dryer,Large,Available,2025-05-25 19:06:13,
QUEENS_0344_D06,QUEENS_0344,Bubble Cambria Laundry,Dryer,Large,Available,2025-05-25 19:51:13,
QUEENS_0344_D07,QUEENS_0344,Bubble Cambria Laundry,Dryer,Medium,In Use,2025-05-25 19:36:14,
QUEENS_0344_D08,QUEENS_0344,Bubble Cambria Laundry,Dryer,XLarge,Available,2025-05-25 18:21:14,
QUEENS_0344_D09,QUEENS_0344,Bubble Cambria Laundry,Dryer,Small,In Use,2025-05-25 20:06:13,
QUEENS_0344_D10,QUEENS_0344,Bubble Cambria Laundry,Dryer,XLarge,Available,2025-05-25 19:21:13,
MANH_0645_W01,MANH_0645,La La Plant Shop,Washer,Medium,Available,2025-05-25 18:21:14,
MANH_0645_W02,MANH_0645,La La Plant Shop,Washer,Small,Available,2025-05-25 19:36:14,
MANH_0645_W03,MANH_0645,La La Plant Shop,Washer,Small,Available,2025-05-25 19:51:13,
MANH_0645_W04,MANH_0645,La La Plant Shop,Washer,Large,Available,2025-05-25 18:21:14,
MANH_0645_W05,MANH_0645,La La Plant Shop,Washer,XLarge,Available,2025-05-25 18:51:12,
MANH_0645_W06,MANH_0645,La La Plant Shop,Washer,XLarge,In Use,2025-05-25 20:06:13,
MANH_0645_W07,MANH_0645,La La Plant Shop,Washer,Small,Available,2025-05-25 20:06:13,
MANH_0645_W08,MANH_0645,La La Plant Shop,Washer,XLarge,In Use,2025-05-25 20:06:13,
MANH_0645_W09,MANH_0645,La La Plant Shop,Washer,Large,Available,2025-05-25 19:21:13,
MANH_0645_W10,MANH_0645,La La Plant Shop,Washer,XLarge,Available,2025-05-25 19:21:13,
MANH_0645_D01,MANH_0645,La La Plant Shop,Dryer,Large,Out of Order,2025-05-25 19:51:13,
MANH_0645_D02,MANH_0645,La La Plant Shop,Dryer,XLarge,Available,2025-05-25 19:06:13,
MANH_0645_D03,MANH_0645,La La Plant Shop,Dryer,Medium,Out of Order,2025-05-25 18:21:14,
MANH_0645_D04,MANH_0645,La La Plant Shop,Dryer,Large,In Use,2025-05-25 19:21:13,
MANH_0645_D05,MANH_0645,La La Plant Shop,Dryer,XLarge,Out of Order,2025-05-25 20:06:13,
MANH_0645_D06,MANH_0645,La La Plant Shop,Dryer,Medium,Available,2025-05-25 19:06:13,
MANH_0645_D07,MANH_0645,La La Plant Shop,Dryer,Small,Available,2025-05-25 19:06:13,
MANH_0645_D08,MANH_0645,La La Plant Shop,Dryer,Large,Available,2025-05-25 16:51:14,
MANH_0645_D09,MANH_0645,La La Plant Shop,Dryer,XLarge,Available,2025-05-25 16:36:14,
MANH_0645_D10,MANH_0645,La La Plant Shop,Dryer,Large,Available,2025-05-25 20:06:13,
QUEENS_0924_W01,QUEENS_0924,Laundromat Inc,Washer,Medium,Available,2025-05-25 15:21:13,
QUEENS_0924_W02,QUEENS_0924,Laundromat Inc,Washer,Small,Available,2025-05-25 19:36:14,
QUEENS_0924_W03,QUEENS_0924,Laundromat Inc,Washer,XLarge,Available,2025-05-25 16:21:13,
QUEENS_0924_W04,QUEENS_0924,Laundromat Inc,Washer,Medium,In Use,2025-05-25 20:06:13,
QUEENS_0924_W05,QUEENS_0924,Laundromat Inc,Washer,Small,Available,2025-05-25 19:36:14,
QUEENS_0924_W06,QUEENS_0924,Laundromat Inc,Washer,XLarge,In Use,2025-05-25 19:36:14,
QUEENS_0924_W07,QUEENS_0924,Laundromat Inc,Washer,Medium,Available,2025-05-25 17:51:13,
QUEENS_0924_W08,QUEENS_0924,Laundromat Inc,Washer,XLarge,Out of Order,2025-05-25 20:06:13,
QUEENS_0924_W09,QUEENS_0924,Laundromat Inc,Washer,XLarge,Available,2025-05-25 18:51:12,
QUEENS_0924_W10,QUEENS_0924,Laundromat Inc,Washer,Medium,Available,2025-05-25 15:36:13,
QUEENS_0924_D01,QUEENS_0924,Laundromat Inc,Dryer,Large,In Use,2025-05-25 19:36:14,
QUEENS_0924_D02,QUEENS_0924,Laundromat Inc,Dryer,Large,In Use,2025-05-25 19:21:13,
QUEENS_0924_D03,QUEENS_0924,Laundromat Inc,Dryer,Medium,Available,2025-05-25 17:51:13,
QUEENS_0924_D04,QUEENS_0924,Laundromat Inc,Dryer,XLarge,Available,2025-05-25 19:51:13,
QUEENS_0924_D05,QUEENS_0924,Laundromat Inc,Dryer,Large,In Use,2025-05-25 19:51:13,
QUEENS_0924_D06,QUEENS_0924,Laundromat Inc,Dryer,Medium,In Use,2025-05-25 19:21:13,
QUEENS_0924_D07,QUEENS_0924,Laundromat Inc,Dryer,XLarge,In Use,2025-05-25 20:06:13,
QUEENS_0924_D08,QUEENS_0924,Laundromat Inc,Dryer,Small,Available,2025-05-25 20:06:13,
QUEENS_0924_D09,QUEENS_0924,Laundromat Inc,Dryer,XLarge,Available,2025-05-25 16:51:14,
QUEENS_0924_D10,QUEENS_0924,Laundromat Inc,Dryer,Small,In Use,2025-05-25 19:21:13,
MANH_0780_W01,MANH_0780,Tribeca Cleaners,Washer,Large,Available,2025-05-25 17:36:13,
MANH_0780_W02,MANH_0780,Tribeca Cleaners,Washer,XLarge,Available,2025-05-25 19:21:13,
MANH_0780_W03,MANH_0780,Tribeca Cleaners,Washer,XLarge,Available,2025-05-25 20:06:13,
MANH_0780_W04,MANH_0780,Tribeca Cleaners,Washer,Medium,Available,2025-05-25 19:36:14,
MANH_0780_W05,MANH_0780,Tribeca Cleaners,Washer,Large,In Use,2025-05-25 19:36:14,
MANH_0780_W06,MANH_0780,Tribeca Cleaners,Washer,Small,Available,2025-05-25 19:51:13,
MANH_0780_W07,MANH_0780,Tribeca Cleaners,Washer,XLarge,Available,2025-05-25 17:51:13,
MANH_0780_W08,MANH_0780,Tribeca Cleaners,Washer,Large,In Use,2025-05-25 20:06:13,
MANH_0780_W09,MANH_0780,Tribeca Cleaners,Washer,Small,In Use,2025-05-25 20:06:13,
MANH_0780_W10,MANH_0780,Tribeca Cleaners,Washer,Large,Available,2025-05-25 17:51:13,
MANH_0780_D01,MANH_0780,Tribeca Cleaners,Dryer,Small,In Use,2025-05-25 20:06:13,
MANH_0780_D02,MANH_0780,Tribeca Cleaners,Dryer,Large,Available,2025-05-25 20:06:13,
MANH_0780_D03,MANH_0780,Tribeca Cleaners,Dryer,XLarge,Available,2025-05-25 17:21:13,
MANH_0780_D04,MANH_0780,Tribeca Cleaners,Dryer,Large,Available,2025-05-25 17:21:13,
MANH_0780_D05,MANH_0780,Tribeca Cleaners,Dryer,Small,Available,2025-05-25 19:51:13,
MANH_0780_D06,MANH_0780,Tribeca Cleaners,Dryer,XLarge,Available,2025-05-25 20:06:13,
MANH_0780_D07,MANH_0780,Tribeca Cleaners,Dryer,Small,Available,2025-05-25 15:51:13,
MANH_0780_D08,MANH_0780,Tribeca Cleaners,Dryer,Medium,In Use,2025-05-25 19:21:13,
MANH_0780_D09,MANH_0780,Tribeca Cleaners,Dryer,Small,Available,2025-05-25 16:36:14,
MANH_0780_D10,MANH_0780,Tribeca Cleaners,Dryer,XLarge,Available,,
BKLYN_0397_W01,BKLYN_0397,Laundromat and Cleaner,Washer,XLarge,Available,,
BKLYN_0397_W02,BKLYN_0397,Laundromat and Cleaner,Washer,XLarge,Out of Order,,
BKLYN_0397_W03,BKLYN_0397,Laundromat and Cleaner,Washer,Medium,In Use,,
BKLYN_0397_W04,BKLYN_0397,Laundromat and Cleaner,Washer,Medium,Available,,
BKLYN_0397_W05,BKLYN_0397,Laundromat and Cleaner,Washer,Medium,In Use,,
BKLYN_0397_W06,BKLYN_0397,Laundromat and Cleaner,Washer,Large,Available,,
BKLYN_0397_W07,BKLYN_0397,Laundromat and Cleaner,Washer,Medium,Available,,
BKLYN_0397_W08,BKLYN_0397,Laundromat and Cleaner,Washer,XLarge,Available,,
BKLYN_0397_W09,BKLYN_0397,Laundromat and Cleaner,Washer,Small,In Use,,
BKLYN_0397_W10,BKLYN_0397,Laundromat and Cleaner,Washer,Medium,Available,,
BKLYN_0397_D01,BKLYN_0397,Laundromat and Cleaner,Dryer,XLarge,Available,,
BKLYN_0397_D02,BKLYN_0397,Laundromat and Cleaner,Dryer,Medium,Available,,
BKLYN_0397_D03,BKLYN_0397,Laundromat and Cleaner,Dryer,XLarge,Out of Order,,
BKLYN_0397_D04,BKLYN_0397,Laundromat and Cleaner,Dryer,XLarge,Available,,
BKLYN_0397_D05,BKLYN_0397,Laundromat and Cleaner,Dryer,Small,Available,,
BKLYN_0397_D06,BKLYN_0397,Laundromat and Cleaner,Dryer,XLarge,In Use,,
BKLYN_0397_D07,BKLYN_0397,Laundromat and Cleaner,Dryer,Small,In Use,,
BKLYN_0397_D08,BKLYN_0397,Laundromat and Cleaner,Dryer,Medium,Available,,
BKLYN_0397_D09,BKLYN_0397,Laundromat and Cleaner,Dryer,Large,Available,,
BKLYN_0397_D10,BKLYN_0397,Laundromat and Cleaner,Dryer,Small,In Use,,
BKLYN_0412_W01,BKLYN_0412,Justin's Cleaners,Washer,XLarge,In Use,,
BKLYN_0412_W02,BKLYN_0412,Justin's Cleaners,Washer,Small,Out of Order,,
BKLYN_0412_W03,BKLYN_0412,Justin's Cleaners,Washer,Medium,In Use,,
BKLYN_0412_W04,BKLYN_0412,Justin's Cleaners,Washer,Large,Available,,
BKLYN_0412_W05,BKLYN_0412,Justin's Cleaners,Washer,Medium,Available,,
BKLYN_0412_W06,BKLYN_0412,Justin's Cleaners,Washer,Medium,Available,,
BKLYN_0412_W07,BKLYN_0412,Justin's Cleaners,Washer,Small,Available,,
BKLYN_0412_W08,BKLYN_0412,Justin's Cleaners,Washer,Small,Available,,
BKLYN_0412_W09,BKLYN_0412,Justin's Cleaners,Washer,XLarge,In Use,,
BKLYN_0412_W10,BKLYN_0412,Justin's Cleaners,Washer,XLarge,In Use,,
BKLYN_0412_D01,BKLYN_0412,Justin's Cleaners,Dryer,Medium,In Use,,
BKLYN_0412_D02,BKLYN_0412,Justin's Cleaners,Dryer,Medium,Available,,
BKLYN_0412_D03,BKLYN_0412,Justin's Cleaners,Dryer,Large,In Use,,
BKLYN_0412_D04,BKLYN_0412,Justin's Cleaners,Dryer,Large,Available,,
BKLYN_0412_D05,BKLYN_0412,Justin's Cleaners,Dryer,Small,Available,,
BKLYN_0412_D06,BKLYN_0412,Justin's Cleaners,Dryer,Large,In Use,,
BKLYN_0412_D07,BKLYN_0412,Justin's Cleaners,Dryer,Small,Available,,
BKLYN_0412_D08,BKLYN_0412,Justin's Cleaners,Dryer,Large,In Use,,
BKLYN_0412_D09,BKLYN_0412,Justin's Cleaners,Dryer,Small,In Use,,
BKLYN_0412_D10,BKLYN_0412,Justin's Cleaners,Dryer,Medium,In Use,,
BRONX_0200_W01,BRONX_0200,3rd ave laundromat,Washer,Medium,Available,,
BRONX_0200_W02,BRONX_0200,3rd ave laundromat,Washer,XLarge,Available,,
BRONX_0200_W03,BRONX_0200,3rd ave laundromat,Washer,Small,Available,,
BRONX_0200_W04,BRONX_0200,3rd ave laundromat,Washer,XLarge,Available,,
BRONX_0200_W05,BRONX_0200,3rd ave laundromat,Washer,XLarge,Available,,
BRONX_0200_W06,BRONX_0200,3rd ave laundromat,Washer,Medium,In Use,,
BRONX_0200_W07,BRONX_0200,3rd ave laundromat,Washer,Medium,In Use,,
BRONX_0200_W08,BRONX_0200,3rd ave laundromat,Washer,Large,In Use,,
BRONX_0200_W09,BRONX_0200,3rd ave laundromat,Washer,Small,In Use,,
BRONX_0200_W10,BRONX_0200,3rd ave laundromat,Washer,Medium,Available,,
BRONX_0200_D01,BRONX_0200,3rd ave laundromat,Dryer,Medium,Available,,
BRONX_0200_D02,BRONX_0200,3rd ave laundromat,Dryer,XLarge,Available,,
BRONX_0200_D03,BRONX_0200,3rd ave laundromat,Dryer,Small,Available,,
BRONX_0200_D04,BRONX_0200,3rd ave laundromat,Dryer,XLarge,In Use,,
BRONX_0200_D05,BRONX_0200,3rd ave laundromat,Dryer,XLarge,Available,,
BRONX_0200_D06,BRONX_0200,3rd ave laundromat,Dryer,Medium,In Use,,
BRONX_0200_D07,BRONX_0200,3rd ave laundromat,Dryer,Medium,Available,,
BRONX_0200_D08,BRONX_0200,3rd ave laundromat,Dryer,XLarge,In Use,,
BRONX_0200_D09,BRONX_0200,3rd ave laundromat,Dryer,Large,Available,,
BRONX_0200_D10,BRONX_0200,3rd ave laundromat,Dryer,Large,In Use,,
QUEENS_0234_W01,QUEENS_0234,Neighbors Laundry,Washer,Small,Out of Order,,
QUEENS_0234_W02,QUEENS_0234,Neighbors Laundry,Washer,Small,Available,,
QUEENS_0234_W03,QUEENS_0234,Neighbors Laundry,Washer,Medium,Available,,
QUEENS_0234_W04,QUEENS_0234,Neighbors Laundry,Washer,Medium,Available,,
QUEENS_0234_W05,QUEENS_0234,Neighbors Laundry,Washer,XLarge,Available,,
QUEENS_0234_W06,QUEENS_0234,Neighbors Laundry,Washer,XLarge,In Use,,
